,District,Dist_Latitude,Dist_Longitude,Venue,Venue_Lat,Venue_Long,Venue_Category
92,Shinagawa,35.599252,139.73891,Hamburg Diner Maru (ハンバーグダイナー マル),35.604774,139.73753,Yoshoku Restaurant
93,Shinagawa,35.599252,139.73891,Niku no Maekawa (肉のまえかわ),35.6075405002793,139.73611395586633,Yakitori Restaurant
94,Shinagawa,35.599252,139.73891,丸八とんかつ 本店,35.607304,139.736347,Tonkatsu Restaurant
95,Shinagawa,35.599252,139.73891,Sabai Sabai Thai,35.60371874069731,139.7324949502945,Thai Restaurant
96,Shinagawa,35.599252,139.73891,Happiness (ハピネス),35.60366640136388,139.7315990924835,Restaurant
97,Shinagawa,35.599252,139.73891,とんこつ ラーメン道楽 鮫洲本店,35.604324363751914,139.74141560097704,Ramen Restaurant
98,Shinagawa,35.599252,139.73891,PIZZERIA Bakka M'unica,35.604905052128885,139.7435846335946,Italian Restaurant
99,Shinagawa,35.599252,139.73891,すし処 さいしょ,35.602561534196894,139.7318904839368,Sushi Restaurant
100,Shinagawa,35.599252,139.73891,ajito ism,35.60470919126151,139.7311232130422,Ramen Restaurant
101,Shinagawa,35.599252,139.73891,Bulldog (ブルドック),35.607457,139.736244,Yoshoku Restaurant
102,Shinagawa,35.599252,139.73891,麺屋 焔,35.604675,139.7341,Ramen Restaurant
103,Shinagawa,35.599252,139.73891,Eiraku (中華そば 永楽),35.607423139512726,139.73559439924801,Ramen Restaurant
104,Shinagawa,35.599252,139.73891,ザ・ラーメン スモールアックス,35.60740380722523,139.73588091948298,Ramen Restaurant
105,Shinagawa,35.599252,139.73891,かき殻荘,35.60757550088402,139.73678638884707,Seafood Restaurant
106,Shinagawa,35.599252,139.73891,武術家,35.604975236796854,139.7346767212467,Ramen Restaurant
107,Shinagawa,35.599252,139.73891,Bar Niku Sushi (バル肉寿司),35.607447,139.736242,Sushi Restaurant
108,Shinagawa,35.599252,139.73891,スエヒロ館 大井店,35.59597073423634,139.74259347695224,Japanese Restaurant
109,Shinagawa,35.599252,139.73891,のスた 凛本店,35.60494040104333,139.73491933901803,Ramen Restaurant
110,Shinagawa,35.599252,139.73891,博多 かわ屋 大井町店,35.607064563206784,139.73562522723302,Yakitori Restaurant
111,Shinagawa,35.599252,139.73891,牛八,35.60727067833923,139.7348000876102,Japanese Curry Restaurant
112,Shinagawa,35.599252,139.73891,Diamond Turn (ダイアモンドターン),35.592065881243606,139.74125063612618,Restaurant
113,Shinagawa,35.599252,139.73891,青竹平打ち中華そば 麺壱吉兆,35.607313,139.737182,Ramen Restaurant
114,Shinagawa,35.599252,139.73891,萬来園,35.60723069683326,139.73679581825868,Chinese Restaurant
115,Shinagawa,35.599252,139.73891,Hamazushi (はま寿司),35.59734563627596,139.7451930244598,Sushi Restaurant
116,Shinagawa,35.599252,139.73891,Isami Sushi (いさ美寿司),35.6075621,139.7354154,Sushi Restaurant
117,Shinagawa,35.599252,139.73891,Saizeriya (サイゼリヤ),35.5967691,139.7445838,Italian Restaurant
118,Shinagawa,35.599252,139.73891,豚骨醤油 蕾,35.6052655,139.7313779,Ramen Restaurant
119,Shinagawa,35.599252,139.73891,ソバ ダイニング クワトロ,35.591739838141116,139.73363745066496,Ramen Restaurant
120,Shinagawa,35.599252,139.73891,Sukiya (すき家),35.59740080542075,139.7451908352986,Donburi Restaurant
121,Shinagawa,35.599252,139.73891,Matsuya (松屋 立会川店),35.597913289377246,139.73901426713965,Donburi Restaurant
122,Shinagawa,35.599252,139.73891,Jonathan's (ジョナサン 鮫洲店),35.60576694655181,139.7426863183879,Restaurant
123,Shinagawa,35.599252,139.73891,横浜家系つけ麺らーめん春樹 鮫洲店,35.60459766020469,139.74305878406048,Ramen Restaurant
124,Shinagawa,35.599252,139.73891,中華料理 ますみ,35.604691,139.743124,Chinese Restaurant
125,Shibuya,35.6645956,139.6987107,Zuicho (瑞兆),35.66269430002138,139.69535641372204,Donburi Restaurant
126,Shibuya,35.6645956,139.6987107,Menya Nukaji (麺屋 ぬかじ),35.662691,139.698575,Ramen Restaurant
127,Shibuya,35.6645956,139.6987107,Udagawacho Uokin (宇田川町魚金),35.662560496935306,139.69678692769452,Seafood Restaurant
128,Shibuya,35.6645956,139.6987107,汁べゑ 渋谷店,35.66242396003599,139.70123447477818,Japanese Restaurant
129,Shibuya,35.6645956,139.6987107,Erick South Masala Diner (エリックサウス マサラダイナー),35.66366768055271,139.70196284261908,Indian Restaurant
130,Shibuya,35.6645956,139.6987107,Toranoko Shokudo (虎子食堂),35.66243864627679,139.6970395272518,Asian Restaurant
131,Shibuya,35.6645956,139.6987107,cent trente-neuf,35.662543747353055,139.69749520666815,French Restaurant
132,Shibuya,35.6645956,139.6987107,Pignon (ピニョン),35.66335565542159,139.69409773166183,French Restaurant
133,Shibuya,35.6645956,139.6987107,Barbacoa,35.6611726,139.7003278,Brazilian Restaurant
134,Shibuya,35.6645956,139.6987107,かにチャーハンの店,35.66127387696217,139.69791658222675,Chinese Restaurant
135,Shibuya,35.6645956,139.6987107,Shabuzen (しゃぶ禅),35.6631642346547,139.69479670407287,Shabu-Shabu Restaurant
136,Shibuya,35.6645956,139.6987107,Libertin (リベルタン),35.66302264332089,139.70305085300754,French Restaurant
137,Shibuya,35.6645956,139.6987107,Los Barbados (熱帯音楽酒場 ロス・バルバドス),35.66270637838258,139.69530395782667,African Restaurant
138,Shibuya,35.6645956,139.6987107,Uoriki (魚力),35.66479011764224,139.69308440965244,Seafood Restaurant
139,Shibuya,35.6645956,139.6987107,Ichiran (一蘭),35.660963,139.698721,Ramen Restaurant
140,Shibuya,35.6645956,139.6987107,Ichiran (一蘭),35.66113180091841,139.70107555389404,Ramen Restaurant
141,Shibuya,35.6645956,139.6987107,Uobei (魚べい),35.65944761044888,139.6977925352733,Sushi Restaurant
142,Shibuya,35.6645956,139.6987107,Katsu Midori (回し寿司 活美登利),35.66037097849113,139.70048235621556,Sushi Restaurant
143,Shibuya,35.6645956,139.6987107,Casa De Sarasa,35.660207,139.696497,Mexican Restaurant
144,Shibuya,35.6645956,139.6987107,Uoshin (魚真),35.660280938841495,139.69643953234066,Seafood Restaurant
145,Shibuya,35.6645956,139.6987107,Reikyo (麗郷),35.659469,139.697696,Taiwanese Restaurant
146,Shibuya,35.6645956,139.6987107,Morimoto (焼鳥 森本),35.658501,139.698633,Yakitori Restaurant
147,Shibuya,35.6645956,139.6987107,月世界,35.659313479707414,139.69727527920202,Chinese Restaurant
148,Shibuya,35.6645956,139.6987107,Sagatani (嵯峨谷),35.660327,139.696701,Soba Restaurant
149,Shibuya,35.6645956,139.6987107,Chibakara (ちばから),35.6596,139.695541,Ramen Restaurant
150,Shibuya,35.6645956,139.6987107,Genki Sushi (元気寿司),35.660364545648015,139.6993602820754,Sushi Restaurant
151,Shibuya,35.6645956,139.6987107,Murugi (ムルギー),35.65894233836121,139.69662438396034,Japanese Curry Restaurant
152,Shibuya,35.6645956,139.6987107,Uogashi Nihon-ichi (魚がし日本一),35.6589335,139.6982033,Sushi Restaurant
153,Shibuya,35.6645956,139.6987107,Kiraku (喜楽),35.65904659098459,139.6969570567263,Ramen Restaurant
154,Shibuya,35.6645956,139.6987107,Tenkazushi (天下寿司),35.65897039217261,139.69802521169186,Sushi Restaurant
